Top1,Top1Summ1,Top1Summ2,Top1Keystone,Top1Xp,Top1Gold,Top2,Top2Summ1,Top2Summ2,Top2Keystone,Top2Xp,Top2Gold,Jungle1,Jungle1Summ1,Jungle1Summ2,Jungle1Keystone,Jungle1Xp,Jungle1Gold,Jungle2,Jungle2Summ1,Jungle2Summ2,Jungle2Keystone,Jungle2Xp,Jungle2Gold,Mid1,Mid1Summ1,Mid1Summ2,Mid1Keystone,Mid1Xp,Mid1Gold,Mid2,Mid2Summ1,Mid2Summ2,Mid2Keystone,Mid2Xp,Mid2Gold,Ad1,Ad1Summ1,Ad1Summ2,Ad1Keystone,Ad1Xp,Ad1Gold,Ad2,Ad2Summ1,Ad2Summ2,Ad2Keystone,Ad2Xp,Ad2Gold,Supp1,Supp1Summ1,Supp1Summ2,Supp1Keystone,Supp1Xp,Supp1Gold,Supp2,Supp2Summ1,Supp2Summ2,Supp2Keystone,Supp2Xp,Supp2Gold
133,14,4,8005,467.6,340.5,164,12,4,8437,376.8,231.9,35,11,14,8128,260.9,226.2,154,11,4,8439,304,277.7,7,4,14,8112,419.79999999999995,201.7,105,4,14,8112,362.6,229.2,18,4,7,8005,250.10000000000002,304.1,81,7,4,8021,361.79999999999995,332,80,14,4,8005,344.8,283.1,432,3,4,8112,226.60000000000002,219.3
84,12,14,8021,394.70000000000005,216,80,12,4,8358,467.5,244.7,11,11,4,8010,370.4,256.8,120,6,11,8010,344.70000000000005,353,104,4,14,8021,433.9,323.6,115,4,14,8229,423.7,266.79999999999995,81,7,4,8010,322.7,288.1,157,3,4,8010,307.8,345.4,50,4,14,8112,222.5,197.5,555,14,4,9923,221.3,193.4
75,12,4,8437,478.9,299.8,114,12,4,8010,401,231.39999999999998,35,11,14,9923,414.2,373.7,11,11,4,8010,268.5,304.2,245,14,4,8112,370.8,256.7,84,4,14,8010,517.5,354.9,81,7,4,8010,307.5,330.29999999999995,202,7,4,8021,324.6,230.79999999999998,53,4,14,8439,283.6,228.6,89,14,4,8439,182.89999999999998,145
164,12,4,8010,425.20000000000005,272.1,54,12,4,8229,475,268.6,64,11,4,8010,312.5,315.2,154,4,11,8439,320.70000000000005,300.5,85,14,4,8229,425.1,296.6,13,4,1,8230,460.6,299.5,145,7,4,9923,301.8,311.9,236,7,4,8005,264.6,277.7,44,14,4,8465,300.4,194.7,201,4,14,8465,279,175.7
122,6,4,8010,412.7,253.60000000000002,875,4,12,8437,413.3,203.1,2,11,4,8010,317.6,273.9,19,4,11,9923,206.5,223,777,4,14,8010,458.7,224.7,163,4,14,8010,303,171.7,51,7,4,8008,300.2,230.39999999999998,21,3,4,8128,354,208.39999999999998,25,4,14,8229,285.1,195.3,102,4,11,8010,271.4,142.4
223,12,4,8437,462,250.5,86,4,12,8437,362,209.8,104,4,11,8021,290.8,249.2,254,11,4,8010,314.7,284.1,55,14,4,8112,422.7,286.3,518,14,4,8112,449.1,300.9,145,7,4,9923,312.70000000000005,347.1,222,4,7,9923,288.4,215.2,50,14,4,8128,274.8,259.3,99,14,4,8021,204,196.8
106,12,4,8437,422.8,259.1,75,4,12,8360,346.6,246.2,77,4,11,8010,395.1,377.4,113,11,4,8439,332.4,340.3,55,14,4,8010,437.9,404.7,80,14,4,8010,358.79999999999995,239.7,15,4,7,8128,248.70000000000002,279.9,18,4,1,8005,222.6,234.3,89,14,4,8439,301.9,204.2,526,4,3,8439,299.2,216
23,14,4,9923,534.7,340.8,122,4,12,8010,404.1,245.9,245,4,11,8128,290.6,271.4,62,11,4,8010,309,280.8,80,4,14,8010,438.6,261.7,61,12,4,8230,423,213.2,18,4,7,9923,251.9,230.4,236,4,7,8005,336.1,397.70000000000005,350,14,3,8214,254.9,170.89999999999998,89,14,4,8439,280.1,215.10000000000002
17,4,14,8128,479.5,235.89999999999998,62,4,12,8010,499.8,209.4,56,11,14,9923,397.5,390.7,19,11,7,8005,197.9,192.2,91,4,14,8112,404,284.3,131,14,4,8010,470.6,218.10000000000002,202,4,7,8128,324.4,350.6,22,4,7,8008,288,233.1,12,4,3,8439,311.4,232.7,89,4,14,8439,220.4,157.5
10,12,4,8010,411.9,194.8,54,4,12,8229,542.1,352.3,24,11,4,8005,259.7,214.3,203,11,4,8005,353.6,355.4,38,12,4,8021,328,171.7,246,4,12,8112,514.9,242.5,21,4,7,8229,298,216.7,145,4,7,9923,406.7,313.79999999999995,57,4,14,8229,189,152.2,63,14,4,8128,245.2,328.5
82,12,4,8010,520.4000000000001,311.9,80,12,4,8010,413.6,246.3,876,4,11,8128,301,297.5,27,11,6,8124,332.7,275.8,39,4,14,8010,578.6,521.7,157,14,4,8010,334.4,230.6,81,4,7,8010,206.4,253.60000000000002,67,7,4,8005,345.1,456.4,3,4,3,8439,293.9,228.4,161,4,21,8229,326.6,374.20000000000005
6,12,4,8005,474.29999999999995,308.6,10,4,7,8229,416.3,187.9,875,11,4,8230,317.1,247.3,19,11,4,8010,349,250.7,238,4,14,8112,518,357.5,157,4,14,8010,358.9,168.1,29,7,4,9923,308.2,315,21,7,4,8128,322.5,230.1,147,14,4,8229,238.2,186.2,50,4,14,8112,288.9,264.1
83,4,12,8437,498.1,304.6,133,4,14,8005,413.20000000000005,217.1,121,11,4,8112,256.5,190.8,120,11,6,8230,317,276.1,54,4,12,8229,368,255.8,238,14,4,8010,440.6,301.20000000000005,21,7,4,8005,323.6,261.7,81,4,7,8112,317.2,255.5,57,14,4,8128,247.60000000000002,189.4,3,4,14,8465,301.9,182.4
54,4,12,8439,406.4,245,39,4,12,8010,467.5,327.8,245,4,11,8128,295.9,246.8,33,11,4,8439,258.2,252.8,90,6,4,8124,437.4,243.5,25,4,14,8229,511.79999999999995,324.29999999999995,22,7,4,8008,281,248.6,157,14,4,8010,327.5,361.6,80,4,14,8005,257.4,170,412,3,4,8439,269.2,195.5
164,12,4,8437,448.2,250.4,420,12,4,8010,414.70000000000005,261.5,79,4,11,8112,350.2,329.8,19,11,4,8005,207.6,205,105,14,4,8112,369.4,270.5,99,21,4,8229,487.3,295,51,4,7,8005,298.7,285.1,81,4,7,8010,299.7,253.2,34,4,14,8112,302.7,280.5,89,14,4,8465,238,173.5
62,14,4,8010,367,251,420,4,12,8437,516.7,332.2,35,11,4,9923,282.4,271.4,245,4,11,8128,306.70000000000005,264.5,80,11,4,8005,344.5,384,157,14,4,8010,445.4,334.29999999999995,147,4,14,8229,376.5,217.3,51,7,4,8021,401.2,229.29999999999998,21,7,4,8229,332,232.7,37,3,4,8214,224.8,146.6
62,4,12,8010,419.79999999999995,263.7,58,12,4,8010,493.8,350.8,120,11,6,8010,296.79999999999995,281.2,254,11,4,8439,309.4,251.1,55,14,4,8010,482.20000000000005,323.9,268,12,4,9923,394.7,216.79999999999998,236,4,7,8005,253.3,235,50,14,4,8010,300.3,285.2,89,14,4,8439,314.8,175.3,350,3,14,8214,279.7,188.8
58,14,4,8005,395.7,261.7,75,4,12,8010,485,309.6,36,4,11,8021,410.9,292.7,104,4,11,8230,285.2,275.3,99,4,14,8229,486.7,265,96,4,12,8229,460.7,275.5,67,4,7,8005,264.5,275.6,22,4,21,8021,349.6,235.8,62,4,14,8112,278.70000000000005,283.1,115,4,14,8229,232.4,169.3
80,14,4,8010,466.4,338.9,122,4,12,8010,413,226.8,121,4,11,8128,295.2,268.9,254,4,11,9923,303.6,286.7,3,14,4,8439,431,223,777,14,4,8010,457.4,271.4,202,7,4,8021,290.29999999999995,259.5,236,7,4,8005,283.9,269,37,3,4,8214,278.7,161,25,4,14,8229,246.3,169.7
114,12,4,8010,379.3,173.60000000000002,86,4,14,8010,499.1,338.3,24,11,4,8010,276.20000000000005,248.9,35,11,6,8008,133.8,118.2,120,11,6,8230,324.9,244.2,246,14,4,8112,382.6,189.60000000000002,134,4,12,8112,469.2,288.1,30,14,12,8128,365.5,252.79999999999998,145,4,7,9923,250.2,230.5,101,21,4,8229,277.3,187.2
68,12,4,8229,412,256,59,4,12,8437,434.9,243.8,28,4,11,8112,330.29999999999995,328.29999999999995,9,11,4,8128,375.8,312.7,91,4,14,8010,369.9,233.5,39,4,14,8010,558.1,474.5,145,4,7,9923,288.4,295.4,51,4,7,8008,370,333.8,117,4,14,8214,272.6,169.6,99,14,4,8465,251.60000000000002,199.6
77,14,4,8010,445.9,286.9,75,4,12,8437,392.5,213.60000000000002,11,11,4,8128,364,355,31,11,4,8437,306.6,287.9,99,4,21,8229,435.9,227.5,101,21,4,8229,406.3,246,15,7,4,8008,288.5,316.9,21,4,7,8005,319.6,231.4,201,4,3,8465,309.7,209.5,555,4,14,9923,226.5,198.10000000000002
75,4,12,8360,386.1,187.7,17,4,14,8005,444,265.4,120,6,11,8010,267.70000000000005,257.5,2,4,11,8010,371.29999999999995,269.5,30,3,4,8229,485.40000000000003,325.5,142,14,4,8112,466.5,240.4,145,7,4,8008,319.5,352.70000000000005,81,7,4,8010,279,225,267,4,14,8214,321.9,185.8,35,4,14,8229,244.6,163.39999999999998
106,4,12,8005,491.9,357.8,516,12,4,8437,493.1,250,48,11,4,8005,246.6,205.7,33,11,4,8439,303.8,236.10000000000002,777,4,14,8010,398.9,196.8,101,12,4,8229,513.1,291.2,22,4,7,8008,240.60000000000002,167.2,202,7,4,8021,366.9,377,53,14,4,8439,202.7,148.4,143,14,4,8229,276.9,261.3
10,4,12,8005,431.4,216.4,62,12,4,8010,471.5,293,19,11,4,8005,339.5,348.2,104,4,11,8021,333.7,294.4,84,4,14,8021,508.1,397.29999999999995,105,4,14,8112,357.7,246.29999999999998,202,4,7,8128,349,265.8,81,7,4,8010,333.4,298.8,113,4,3,8439,288.1,210,267,14,4,8214,296.1,203.79999999999998
84,4,12,8021,459.1,271.1,58,4,12,8005,442.1,268.4,121,4,11,8128,388.70000000000005,333,421,11,4,9923,313.1,307.79999999999995,112,4,12,8229,438.70000000000005,265.2,103,4,14,8112,454.20000000000005,243.60000000000002,81,4,7,8010,307,230.39999999999998,202,4,7,8128,342.6,311.29999999999995,117,4,14,8214,260,162.89999999999998,526,4,14,8439,213.7,157.7
223,12,4,8437,359.9,247,122,6,4,8010,491.1,390.59999999999997,107,11,4,8112,258.5,222,121,11,4,8112,289.9,245.89999999999998,112,3,4,8230,321.4,167.89999999999998,103,4,14,8128,432.1,254.70000000000002,145,4,7,8005,248.3,231,236,4,7,8005,319.7,253.4,26,14,4,8214,256.3,181.39999999999998,432,14,4,8439,278.1,173.5
2,12,4,8010,385,244.10000000000002,58,12,4,8005,536,438.9,141,11,4,8021,324.3,314.4,104,11,14,8230,326.7,300.9,245,12,4,8112,337.79999999999995,191.4,25,4,14,8229,473.9,248.29999999999998,67,7,4,8005,287.9,204.8,145,7,4,9923,337.5,282.3,526,3,4,8439,295.4,153.3,34,3,4,8229,284.7,250.4
98,12,4,8437,444,320.4,39,4,12,8010,336.9,250.2,120,6,11,8010,396.2,339.3,56,11,4,8008,202.1,198.5,157,4,14,8010,533.5999999999999,440.7,55,4,14,8010,238.2,173.5,21,7,4,8128,336.4,320.1,22,4,7,8128,264.4,209.39999999999998,99,14,4,8229,316,257.3,412,4,3,8439,287.1,167.8
246,4,12,8112,444.6,305.1,114,4,12,8437,396.9,237.3,427,4,11,8214,368.1,280.8,121,4,11,8010,332,260.9,136,4,14,8112,413.8,288.4,55,4,14,8128,385.1,250.8,18,4,7,9923,249.20000000000002,209.89999999999998,202,7,4,8128,309.79999999999995,363.4,111,4,14,8439,263.7,133.6,101,4,14,8229,291.9,253.3
10,4,12,8005,382.7,228,516,4,12,8437,507.29999999999995,338.2,106,4,11,8005,459.6,335.7,77,11,4,8010,401.6,324.5,55,14,4,8010,411.3,257.9,74,12,4,8229,475,268.9,81,7,4,8128,304.1,258.9,21,7,4,8005,370.5,301.6,89,14,4,8439,280.2,217.5,16,21,4,8214,267.5,185
17,4,14,8230,429.9,264.1,14,14,4,8437,367.8,213.5,77,4,11,8439,332.1,254.3,104,4,11,8230,308.7,231.3,45,12,4,8230,412.6,212.2,34,4,12,8112,420.5,217,145,4,7,9923,323.1,308.5,67,4,7,8005,278.6,195.6,143,14,4,8112,298.4,248.20000000000002,103,14,4,8351,294.1,212.70000000000002
82,4,12,8010,402.1,187,157,14,4,8010,530.4000000000001,320.4,20,4,11,8230,225.7,189.2,77,4,11,8230,317.1,249.6,8,4,6,8230,460.1,324.79999999999995,63,4,7,8229,373.2,207.2,22,4,1,8008,282.2,229.89999999999998,145,4,7,9923,332.6,242.39999999999998,57,14,4,8439,298.3,170.8,98,3,4,8439,259.79999999999995,209.39999999999998
86,4,14,8010,471,300.29999999999995,164,12,4,8010,380.7,262.9,20,11,4,8230,247.3,207.89999999999998,19,11,14,8128,365.1,338.1,236,7,4,8005,470.6,270.1,10,4,12,8005,425.4,217.5,67,7,4,8005,307.6,252.1,222,4,7,8008,293.70000000000005,221.39999999999998,16,14,4,8214,281.2,145.8,235,4,3,8351,279,203.9
122,14,4,8010,410.5,372.9,92,4,14,8010,403.9,350.7,64,11,4,8010,363.2,342.4,60,4,11,8112,299.79999999999995,274.20000000000005,34,12,4,8112,417.6,245.5,517,4,12,8021,348.8,241.3,145,7,4,9923,276.7,267.9,360,4,7,8010,299.79999999999995,257.29999999999995,37,4,3,8229,261.3,179.7,412,14,4,8439,258.2,151.9
6,4,12,8005,448.1,328.5,92,12,4,8010,403,254.29999999999998,33,4,11,8439,291,268.70000000000005,120,11,4,8010,351.9,348,61,4,12,8230,403.6,229.10000000000002,84,4,14,8112,501.3,362.3,236,4,7,8005,277.1,250.5,51,4,7,8021,276,309.7,89,3,4,8439,270.2,201.89999999999998,99,3,4,8128,308.5,186.5
98,14,4,8437,504.5,320.1,92,12,4,8010,372,215.1,107,4,11,8010,391.8,349.6,9,4,11,8360,326.1,267.6,245,12,4,8112,494.20000000000005,313.6,8,4,14,8230,477.2,307.1,145,4,7,9923,301.2,353.8,67,4,7,8005,290.9,231,412,4,14,8465,259.9,195,50,14,4,8112,269.6,189.8
86,14,4,8010,352.6,202.70000000000002,75,12,4,8437,470.1,350.6,254,4,11,9923,343.7,267.3,427,4,11,8214,332.7,288.2,101,12,4,8229,393.4,251.70000000000002,55,4,14,8010,373,212.5,236,7,4,8005,245.2,221.20000000000002,18,4,7,9923,332.1,356,89,14,4,8439,295.6,168.9,201,4,14,8465,332.1,257.7
86,14,4,8124,296.5,195.7,17,12,4,8005,396.9,261.4,245,11,4,8128,352.2,271.5,104,4,11,8230,322,272.4,246,4,6,8124,385.2,271.9,115,4,12,8351,441.8,234.9,22,7,4,8005,269.4,288.20000000000005,81,7,4,8010,317.9,212.2,25,4,7,8229,310.4,150.8,43,3,4,8351,254.2,161.89999999999998
75,4,12,8437,473.9,261.8,62,4,12,8010,447.1,268.4,78,11,4,8439,371.70000000000005,344.1,80,11,4,8010,393.2,329,54,4,14,8229,352.1,186.2,105,14,4,8112,462.9,343.20000000000005,29,1,4,8008,300,225.8,51,7,4,8005,271.9,253.7,37,3,4,8214,237,217.3,50,14,4,8112,281.8,216.1
90,12,4,8214,357.9,291.1,24,12,4,8010,424.3,280.3,113,4,11,8439,369.8,269.3,120,11,6,8010,373.3,322,238,14,4,8112,407.8,347.8,1,4,14,8112,346,265.6,81,4,7,8010,297.29999999999995,229.29999999999998,51,7,4,8021,314.2,300.5,99,3,4,8229,269.7,160,101,3,4,8229,277.79999999999995,153.2
85,4,14,8112,397.79999999999995,245.5,266,14,4,8010,370.5,221.1,19,11,4,8005,214,199.3,236,7,4,8005,231.5,237.10000000000002,48,4,11,8010,273.79999999999995,250.60000000000002,63,4,12,8128,414.1,387.3,523,7,4,8010,302.5,368.4,145,4,7,9923,313,235.2,99,4,14,8229,247.6,435.7,37,4,14,8214,119.7,217.3
18,4,14,9923,463.3,365.9,432,12,4,8214,354.7,221.1,29,11,4,8008,188.3,207.9,141,11,4,8005,307,295.3,777,4,14,8010,442.8,347,157,14,4,8010,279.2,232.3,202,4,7,8128,367.5,357.9,21,4,7,8229,243.79999999999998,238.3,57,4,14,8439,282.9,284.79999999999995,12,4,3,8230,236.3,206.89999999999998
50,4,12,8010,407.4,253.2,23,4,6,8010,418.5,340,11,11,4,9923,335.6,249.8,2,4,11,8010,407.4,368.1,80,14,4,8010,520.9,348.70000000000005,157,4,14,8010,416.9,251.2,29,4,7,8008,287.2,297.6,360,21,4,8010,265.6,209.1,117,4,3,8214,263.1,192.5,22,4,7,8229,248,182.60000000000002
83,4,12,8437,466.5,332.7,875,12,4,8437,481.6,307.6,11,11,4,8010,324.9,327.6,30,4,11,8128,360.5,286.2,34,12,4,8112,401.8,189.5,68,14,4,8229,462,252.5,67,4,7,8005,319.3,281.4,202,4,7,8021,282.70000000000005,259.6,25,14,4,8229,291.5,197.79999999999998,16,4,3,8214,266.6,191.4
83,12,4,8010,519,321.4,126,4,12,8230,413.2,218,32,11,4,8010,279.1,250,254,11,4,8437,293.9,278.2,55,14,4,8010,400.9,236.9,25,12,4,8229,454.2,224.1,81,4,7,8010,278.9,262,523,4,7,8010,270.29999999999995,240.7,267,3,4,8214,319.3,192.79999999999998,35,14,4,8214,263.5,147.4
58,12,4,8010,474,277.8,119,7,4,8005,416,241.9,5,4,11,9923,318.8,393.2,203,4,11,8005,260.7,249.9,134,14,4,8230,426.1,299.29999999999995,55,14,4,8112,383.9,258.5,498,4,7,8008,292.6,228.8,145,4,7,8021,311.1,289.3,497,4,14,8437,217,196.5,50,4,14,8112,229.7,205.2
106,14,4,8437,509.2,267.70000000000005,31,4,12,8437,487,239.7,33,4,11,8439,342.3,308.3,28,11,4,8112,248.39999999999998,199,246,4,14,8112,356.8,276.70000000000005,134,4,14,8112,373.9,277.6,67,7,4,8005,290.20000000000005,324.4,236,7,4,8005,233.89999999999998,205.2,117,4,14,8214,273.3,244.5,143,14,4,8229,226.79999999999998,272.3
86,14,4,8010,402.1,299.4,875,12,4,8010,337.9,191.4,121,11,4,8112,370,314.8,104,4,11,8230,247.4,200.5,101,21,4,8214,369.2,237.5,555,4,14,9923,503.9,357,51,12,4,8005,308.5,255.6,81,4,7,8010,302.70000000000005,256.5,16,7,4,8214,302.29999999999995,136,17,4,14,8128,281.6,181.79999999999998
42,4,14,8010,430.8,219.8,122,12,4,8010,403,256.9,104,4,11,8230,295.4,386.90000000000003,35,4,11,9923,166.39999999999998,172.89999999999998,7,14,4,8112,405.90000000000003,312,45,4,12,8229,360.5,216.89999999999998,21,7,4,8229,285.8,283.6,51,4,7,8021,293,286.5,99,4,14,8229,256.2,208,57,4,3,8229,221.2,198.89999999999998
164,12,4,8437,448.5,197.5,875,4,12,8010,465.8,298.8,32,11,4,8112,280.8,257.1,31,4,11,9923,222.4,191.9,61,4,14,8230,379.9,181.5,84,14,4,8010,434.8,240.6,67,4,7,8005,318.5,373.6,235,4,7,8005,260.1,201.6,57,14,4,8439,254.2,272.1,267,4,14,8214,171.6,138.4
86,14,4,8010,485,351.7,84,14,12,8112,401.5,254.10000000000002,154,4,11,8439,292.1,241.6,76,4,11,8128,296.8,252.8,38,12,4,8021,392.3,192.3,157,4,14,8010,450.3,303.2,222,4,7,8008,231.4,172.89999999999998,96,7,4,8008,336.5,310.7,111,4,14,8439,271.79999999999995,196.7,518,14,4,8351,288.9,239.7
48,12,4,8010,440.1,226.2,31,12,4,8010,480.4,283.5,9,11,4,8128,370.1,282.4,427,11,4,8214,362.9,299.8,147,1,4,8214,448.6,292.2,142,4,14,8128,400.2,244.9,67,4,7,8005,337.2,289.7,18,7,4,9923,264.6,272,432,14,4,8112,243.2,191,57,14,4,8229,255.6,201.9
39,12,4,8010,434.6,262.9,150,4,12,8010,481.09999999999997,365.70000000000005,5,11,4,8112,279.79999999999995,251.7,2,6,11,8010,408,317,90,12,4,8214,516.7,243.9,8,4,12,8230,434.70000000000005,239.2,236,7,4,8005,298.4,236.6,222,7,4,8008,306.7,307.9,45,14,4,8229,220.3,165.5,89,14,4,8439,280.9,189.2
420,4,12,8010,437.3,257.5,126,12,4,8010,488.20000000000005,306.9,254,11,4,9923,335,280.1,104,11,4,8021,382.9,302.1,96,4,21,8229,440.8,255.9,55,4,14,8128,500,278.5,15,4,7,8008,292.2,274.3,67,7,4,8005,328.29999999999995,251,143,4,14,8229,260.8,203.5,526,4,14,8439,273.29999999999995,166.8
133,14,4,8005,333,260,106,12,4,8439,384.7,216.4,79,4,11,8128,249.5,209.10000000000002,11,4,11,8010,381.6,407,4,3,4,8229,334.3,213.60000000000002,91,4,14,8010,447.4,286.5,21,21,4,8128,213,190.3,202,4,7,8128,336.7,319.5,14,3,4,8437,201.8,137.4,26,4,14,8214,291.7,232.4
62,4,12,8010,395.3,243,150,12,4,8437,427.7,322.7,9,11,4,8005,321.29999999999995,298,11,11,4,8010,352.9,294.2,24,14,4,8010,304.6,273,246,14,4,8112,364.3,374,119,7,4,9923,310,382.4,22,4,7,8008,304.2,276.4,350,3,14,8214,279.5,277.4,17,14,4,8465,248.70000000000002,240.79999999999998
6,12,4,8005,441.4,269.79999999999995,17,4,7,8229,379.20000000000005,250.89999999999998,19,11,4,8005,333.5,316.5,120,11,6,8010,277.1,262.7,13,4,14,8229,356.79999999999995,172.1,8,4,14,8230,526.5,336.20000000000005,67,4,7,8005,219.7,203.3,54,4,7,8229,269.4,239.2,350,3,14,8214,219.7,165.8,89,4,14,8439,242.29999999999998,179.8
24,12,4,8010,494.5,304.8,516,12,4,8437,351.29999999999995,207.2,59,4,11,8010,198.6,184.9,64,11,4,8010,354.6,376.9,777,4,14,8010,301.5,189.3,157,4,14,8021,505.3,480.4,18,7,4,9923,281.7,232.3,22,7,4,8008,290,250,40,4,14,8229,264.5,207,43,4,21,8214,250.8,157.9
875,4,12,8010,474.5,240.8,78,4,12,8437,419.9,199.4,121,4,11,8128,312.7,260.3,36,11,4,8021,418.9,324.9,105,4,14,8112,426.20000000000005,255.60000000000002,38,14,4,8112,527.5,289.4,81,7,4,8010,401.5,427.4,360,4,7,8010,342.1,371.5,235,3,4,8351,302.29999999999995,395,57,4,14,8229,204.3,200.9
62,14,4,8010,423.3,248.3,6,4,12,8005,476.5,249.2,59,11,4,8010,293.3,222.6,203,4,11,8005,290.1,263.4,134,4,14,8112,421.29999999999995,270.1,4,4,12,8112,446.29999999999995,342.4,236,7,4,8005,278.79999999999995,224.89999999999998,202,7,4,8128,324.4,279.20000000000005,40,4,3,8229,259.7,159.3,412,14,4,8439,252.60000000000002,158.1
17,14,4,8437,473.29999999999995,253,122,6,4,8010,468.6,308.5,254,11,4,8112,353.70000000000005,274.8,120,6,11,8010,397.70000000000005,302,147,4,1,8230,477.2,273.3,142,4,14,8112,515.5,345.7,202,7,4,8128,321.7,326.9,21,7,4,8229,312.8,260.2,432,14,4,8112,338.20000000000005,231.89999999999998,80,4,14,8010,294.6,212
17,14,4,8437,378.20000000000005,271.29999999999995,98,12,4,8437,386,215.39999999999998,56,4,11,8008,305.79999999999995,278.2,11,14,11,9923,283.3,272.6,777,4,14,8021,485.7,385.70000000000005,38,4,12,8112,444,288.1,202,7,4,9923,286.7,272.8,67,4,7,8005,276.6,273.7,99,11,4,8229,173.7,125.3,80,4,14,8005,285.4,241.4
420,12,4,8010,448.6,240.10000000000002,17,4,12,8214,403.9,207.8,20,4,11,8230,211.6,196.7,254,11,4,9923,238.10000000000002,218.9,68,14,4,8229,479.6,258.1,777,14,4,8010,383.9,219.39999999999998,360,4,7,8010,244.9,221.7,62,14,4,8010,270.6,277.20000000000005,25,14,4,8229,301.4,202.4,37,4,14,8214,244.6,212.39999999999998
31,12,14,8437,420.4,290.2,164,12,4,8010,378.4,260,141,4,11,8010,277.6,252.7,9,4,11,8230,325.6,280.3,38,14,4,8112,417.4,236.79999999999998,157,4,14,8010,516.8,316.5,145,4,7,9923,378.8,506,15,4,7,8008,221.7,200.8,201,14,4,8439,264.20000000000005,287.1,518,4,14,8229,197.6,194.89999999999998
92,12,4,8010,422.29999999999995,281.2,54,4,12,8437,404.5,246.9,5,11,4,8010,343.3,318.1,28,11,4,8112,371,321.9,8,4,14,8112,481.8,279,91,14,4,8010,422.1,235.2,235,4,7,8021,309.9,260.1,157,4,3,8010,278.3,219.89999999999998,40,4,3,8465,301,159.39999999999998,12,4,14,8230,257.3,146.9
31,4,12,8437,499.40000000000003,307.9,75,12,6,8437,474.4,302.9,141,4,11,8010,305.4,250.7,72,4,11,8124,313.7,236.10000000000002,245,4,12,8112,446.8,252.6,161,4,21,8229,455.70000000000005,273.5,236,7,4,8005,227.6,234.10000000000002,21,4,7,8229,295.2,306.3,267,3,4,8214,273.6,192,99,14,4,8229,292.1,363.8
62,14,4,8010,463.8,293.6,266,14,4,8010,378,193.6,33,11,6,8439,273.5,199.89999999999998,245,4,11,8128,362.20000000000005,286.8,84,14,4,8112,383.6,238.8,157,14,4,8437,519.1,329.6,45,4,12,8128,308.5,230.3,22,7,4,8008,301.4,245.3,99,4,14,8229,245,169.3,12,4,14,8439,250.20000000000002,172.2
23,14,4,8008,444,347.7,266,12,4,8010,336.1,172.7,14,11,12,9923,216.10000000000002,230.2,141,11,4,8010,385.1,325.6,45,4,12,8229,381.9,237.8,101,4,21,8229,327.4,224.10000000000002,22,7,4,8008,261.2,261.1,81,1,4,8010,345.3,312.4,57,14,4,8229,258.1,233.1,80,4,14,8005,282,302.6
78,12,4,8437,505.5,331.9,104,4,12,8230,385.7,223.79999999999998,121,4,11,8128,291.29999999999995,333.29999999999995,33,11,4,8439,239.5,271,61,12,4,8230,440.20000000000005,308.7,131,21,4,8230,355.8,200.2,119,4,7,8010,281.70000000000005,273.6,360,4,7,8010,309.3,331.8,350,3,14,8214,243,158.2,12,4,14,8439,270.2,218.7
74,12,4,8229,447.8,236.2,150,12,4,8437,482.1,318.9,80,11,14,8005,389.20000000000005,398.6,24,4,11,8010,322,243,68,12,4,8128,464.5,324,67,6,4,8005,384.7,249.5,236,4,7,8005,314.70000000000005,333.1,59,4,7,8010,308.4,306.6,25,4,14,8229,320.5,328,111,14,4,8437,241.39999999999998,148.6
122,6,4,8010,440.79999999999995,257.2,420,12,4,8010,443.9,219.3,2,11,4,8010,240.4,250.3,23,6,11,8008,249.4,223.5,26,12,4,8229,434.3,236.10000000000002,131,14,4,8230,351.9,253.7,81,4,7,8010,349.8,279.4,99,4,14,8229,261,244,235,4,14,8351,251.8,236.5,25,14,4,8128,209.8,316.8
114,12,4,8010,367.79999999999995,180,133,4,14,8112,486.4,322.7,54,4,11,8128,217.1,207,2,4,11,8010,359.9,294.9,34,12,4,8112,422.20000000000005,190,127,21,4,8112,452.09999999999997,336.2,110,7,4,8229,217.5,167,18,4,7,9923,302.6,376.1,526,4,14,8465,281.3,150.9,555,14,4,8439,285.29999999999995,283.4
80,4,14,8005,449.5,285.9,86,4,12,8437,404.4,206.1,254,11,4,9923,240.4,253.10000000000002,245,11,4,8112,231.5,211.2,103,1,4,8112,480.40000000000003,271.8,142,14,4,8128,491.1,269.2,81,7,4,8010,304.6,244.3,67,4,7,8005,318.8,258.4,45,14,12,8128,305.9,152.3,53,14,4,8439,222.6,171.9
86,4,14,8124,458.4,261.7,126,14,4,8010,443.3,266.2,141,4,11,8010,379.8,291.3,9,4,11,8112,267.2,256.8,7,14,4,8112,342,290.3,134,4,1,8112,413,275.7,222,7,4,8008,266.29999999999995,256.8,360,7,4,8010,295,349.5,267,14,4,8214,245,225.7,53,3,4,8437,288.5,183.7
82,12,4,8010,379.2,164.4,875,4,14,8437,468.20000000000005,279.9,141,11,4,8010,450.70000000000005,341.2,113,4,11,8439,293.70000000000005,272.2,777,4,14,8010,410.2,269.5,245,4,14,8112,501.4,313.1,81,7,4,8010,331.4,432.7,51,4,7,8010,221.1,244.8,143,14,4,8229,225.6,290.3,99,3,4,8128,187.89999999999998,179.3
